ANON_SUBJ,EXPERIMENT,TIME_LAG,FILE1,FILE2,STEP1,STEP2,STEP_PAIR,STEP_PAIR_COLL,CORR_RESP,USER_RESP,USER_CORR
SUBJECT136,DURATION,1,beetles_accented_70per_beetles_accented_130per_dur_morph_0_2,beetles_accented_70per_beetles_accented_130per_dur_morph_0_2,2,2,2_2,2_2_2_2,SAME,DIFF,WRONG
SUBJECT136,DURATION,0.5,beetles_accented_70per_beetles_accented_130per_dur_morph_1,beetles_accented_70per_beetles_accented_130per_dur_morph_1,10,10,10_10,10_10_10_10,SAME,SAME,CORR
SUBJECT136,DURATION,1.5,movies_accented_130per_movies_accented_70per_dur_morph_1,movies_accented_130per_movies_accented_70per_dur_morph_1,10,10,10_10,10_10_10_10,SAME,SAME,CORR
SUBJECT136,DURATION,0.5,beetles_accented_70per_beetles_accented_130per_dur_morph_0_2,beetles_accented_70per_beetles_accented_130per_dur_morph_0_2,2,2,2_2,2_2_2_2,SAME,SAME,CORR
SUBJECT136,DURATION,0.25,beetles_accented_130per_beetles_accented_70per_dur_morph_0_3,beetles_accented_130per_beetles_accented_70per_dur_morph_0_3,3,3,3_3,3_3_3_3,SAME,SAME,CORR
SUBJECT136,DURATION,1.5,beetles_accented_70per_beetles_accented_130per_dur_morph_0_2,beetles_accented_70per_beetles_accented_130per_dur_morph_0_2,2,2,2_2,2_2_2_2,SAME,SAME,CORR
SUBJECT136,DURATION,1,movies_accented_70per_movies_accented_130per_dur_morph_0_2,movies_accented_70per_movies_accented_130per_dur_morph_0_2,2,2,2_2,2_2_2_2,SAME,SAME,CORR
SUBJECT136,DURATION,1,beetles_accented_130per_beetles_accented_70per_dur_morph_0_7,beetles_accented_130per_beetles_accented_70per_dur_morph_0_7,7,7,7_7,7_7_7_7,SAME,DIFF,WRONG
SUBJECT136,DURATION,0.25,beetles_accented_70per_beetles_accented_130per_dur_morph_0_5,beetles_accented_70per_beetles_accented_130per_dur_morph_0_5,5,5,5_5,5_5_5_5,SAME,SAME,CORR
SUBJECT136,DURATION,1,beetles_accented_130per_beetles_accented_70per_dur_morph_0_3,beetles_accented_130per_beetles_accented_70per_dur_morph_0_3,3,3,3_3,3_3_3_3,SAME,SAME,CORR
SUBJECT118,DURATION,1.5,beetles_accented_130per_beetles_accented_70per_dur_morph_0_9,beetles_accented_130per_beetles_accented_70per_dur_morph_0_9,9,9,9_9,9_9_9_9,SAME,SAME,CORR
SUBJECT118,DURATION,0.5,beetles_accented_70per_beetles_accented_130per_dur_morph_0_6,beetles_accented_70per_beetles_accented_130per_dur_morph_0_6,6,6,6_6,6_6_6_6,SAME,SAME,CORR
SUBJECT118,DURATION,1.5,beetles_accented_70per_beetles_accented_130per_dur_morph_0_5,beetles_accented_70per_beetles_accented_130per_dur_morph_0_5,5,5,5_5,5_5_5_5,SAME,SAME,CORR
SUBJECT118,DURATION,0.5,beetles_accented_70per_beetles_accented_130per_dur_morph_0_2,beetles_accented_70per_beetles_accented_130per_dur_morph_0_2,2,2,2_2,2_2_2_2,SAME,SAME,CORR
SUBJECT118,DURATION,1,beetles_accented_130per_beetles_accented_70per_dur_morph_0_8,beetles_accented_130per_beetles_accented_70per_dur_morph_0_8,8,8,8_8,8_8_8_8,SAME,SAME,CORR
SUBJECT118,DURATION,1.5,movies_accented_130per_movies_accented_70per_dur_morph_0_3,movies_accented_130per_movies_accented_70per_dur_morph_0_3,3,3,3_3,3_3_3_3,SAME,SAME,CORR
SUBJECT118,DURATION,1.5,beetles_accented_130per_beetles_accented_70per_dur_morph_0_3,beetles_accented_130per_beetles_accented_70per_dur_morph_0_3,3,3,3_3,3_3_3_3,SAME,SAME,CORR
SUBJECT118,DURATION,1.5,movies_accented_70per_movies_accented_130per_dur_morph_0_8,movies_accented_70per_movies_accented_130per_dur_morph_0_8,8,8,8_8,8_8_8_8,SAME,SAME,CORR
SUBJECT118,DURATION,1,movies_accented_130per_movies_accented_70per_dur_morph_0_4,movies_accented_130per_movies_accented_70per_dur_morph_0_4,4,4,4_4,4_4_4_4,SAME,SAME,CORR
SUBJECT118,DURATION,0.25,beetles_accented_70per_beetles_accented_130per_dur_morph_0_9,beetles_accented_70per_beetles_accented_130per_dur_morph_0_9,9,9,9_9,9_9_9_9,SAME,SAME,CORR
SUBJECT118,DURATION,0.5,movies_accented_130per_movies_accented_70per_dur_morph_0_7,movies_accented_130per_movies_accented_70per_dur_morph_0_7,7,7,7_7,7_7_7_7,SAME,DIFF,WRONG
SUBJECT118,DURATION,1,beetles_accented_130per_beetles_accented_70per_dur_morph_0_3,beetles_accented_130per_beetles_accented_70per_dur_morph_0_3,3,3,3_3,3_3_3_3,SAME,SAME,CORR
SUBJECT118,DURATION,1.5,beetles_accented_130per,beetles_accented_130per,0,0,0_0,0_0_0_0,SAME,DIFF,WRONG
SUBJECT118,DURATION,0.25,beetles_accented_130per,beetles_accented_130per,0,0,0_0,0_0_0_0,SAME,SAME,CORR
SUBJECT118,DURATION,1,beetles_accented_70per_beetles_accented_130per_dur_morph_1,beetles_accented_70per_beetles_accented_130per_dur_morph_1,10,10,10_10,10_10_10_10,SAME,DIFF,WRONG
SUBJECT118,DURATION,1.5,beetles_accented_130per_beetles_accented_70per_dur_morph_0_7,beetles_accented_130per_beetles_accented_70per_dur_morph_0_7,7,7,7_7,7_7_7_7,SAME,SAME,CORR
SUBJECT118,DURATION,1,beetles_accented_130per_beetles_accented_70per_dur_morph_0_7,beetles_accented_130per_beetles_accented_70per_dur_morph_0_7,7,7,7_7,7_7_7_7,SAME,DIFF,WRONG
SUBJECT118,DURATION,0.5,beetles_accented_70per_beetles_accented_130per_dur_morph_1,beetles_accented_70per_beetles_accented_130per_dur_morph_1,10,10,10_10,10_10_10_10,SAME,DIFF,WRONG
SUBJECT118,DURATION,1,movies_accented_70per_movies_accented_130per_dur_morph_0_9,movies_accented_70per_movies_accented_130per_dur_morph_0_9,9,9,9_9,9_9_9_9,SAME,SAME,CORR
SUBJECT118,DURATION,0.25,beetles_accented_130per_beetles_accented_70per_dur_morph_0_7,beetles_accented_130per_beetles_accented_70per_dur_morph_0_7,7,7,7_7,7_7_7_7,SAME,SAME,CORR
SUBJECT118,DURATION,0.25,movies_accented_130per_movies_accented_70per_dur_morph_0_4,movies_accented_130per_movies_accented_70per_dur_morph_0_4,4,4,4_4,4_4_4_4,SAME,SAME,CORR
SUBJECT118,DURATION,1,movies_accented_130per_movies_accented_70per_dur_morph_0_1,movies_accented_130per_movies_accented_70per_dur_morph_0_1,1,1,1_1,1_1_1_1,SAME,SAME,CORR
SUBJECT118,DURATION,0.5,movies_accented_70per_movies_accented_130per_dur_morph_0_9,movies_accented_70per_movies_accented_130per_dur_morph_0_9,9,9,9_9,9_9_9_9,SAME,SAME,CORR
SUBJECT118,DURATION,0.5,beetles_accented_130per_beetles_accented_70per_dur_morph_0_4,beetles_accented_130per_beetles_accented_70per_dur_morph_0_4,4,4,4_4,4_4_4_4,SAME,DIFF,WRONG
SUBJECT118,DURATION,0.25,beetles_accented_70per_beetles_accented_130per_dur_morph_0_5,beetles_accented_70per_beetles_accented_130per_dur_morph_0_5,5,5,5_5,5_5_5_5,SAME,SAME,CORR
SUBJECT118,DURATION,1.5,movies_accented_70per_movies_accented_130per_dur_morph_0_1,movies_accented_70per_movies_accented_130per_dur_morph_0_1,1,1,1_1,1_1_1_1,SAME,SAME,CORR
SUBJECT118,DURATION,1.5,movies_accented_130per_movies_accented_70per_dur_morph_1,movies_accented_130per_movies_accented_70per_dur_morph_1,10,10,10_10,10_10_10_10,SAME,SAME,CORR
SUBJECT118,DURATION,0.5,movies_accented_130per,movies_accented_130per,0,0,0_0,0_0_0_0,SAME,SAME,CORR
SUBJECT118,DURATION,1,movies_accented_70per_movies_accented_130per_dur_morph_0_6,movies_accented_70per_movies_accented_130per_dur_morph_0_6,6,6,6_6,6_6_6_6,SAME,SAME,CORR
SUBJECT118,DURATION,0.25,movies_accented_70per_movies_accented_130per_dur_morph_0_2,movies_accented_70per_movies_accented_130per_dur_morph_0_2,2,2,2_2,2_2_2_2,SAME,DIFF,WRONG
SUBJECT118,DURATION,0.5,beetles_accented_130per_beetles_accented_70per_dur_morph_0_1,beetles_accented_130per_beetles_accented_70per_dur_morph_0_1,1,1,1_1,1_1_1_1,SAME,SAME,CORR
SUBJECT118,DURATION,0.25,beetles_accented_130per_beetles_accented_70per_dur_morph_0_3,beetles_accented_130per_beetles_accented_70per_dur_morph_0_3,3,3,3_3,3_3_3_3,SAME,SAME,CORR
SUBJECT118,DURATION,0.25,movies_accented_70per_movies_accented_130per_dur_morph_1,movies_accented_70per_movies_accented_130per_dur_morph_1,10,10,10_10,10_10_10_10,SAME,SAME,CORR
SUBJECT118,DURATION,1,beetles_accented_70per_beetles_accented_130per_dur_morph_0_5,beetles_accented_70per_beetles_accented_130per_dur_morph_0_5,5,5,5_5,5_5_5_5,SAME,SAME,CORR
SUBJECT118,DURATION,0.25,beetles_accented_70per_beetles_accented_130per_dur_morph_0_1,beetles_accented_70per_beetles_accented_130per_dur_morph_0_1,1,1,1_1,1_1_1_1,SAME,DIFF,WRONG
SUBJECT118,DURATION,0.25,movies_accented_130per_movies_accented_70per_dur_morph_0_8,movies_accented_130per_movies_accented_70per_dur_morph_0_8,8,8,8_8,8_8_8_8,SAME,SAME,CORR
SUBJECT118,DURATION,1.5,movies_accented_70per_movies_accented_130per_dur_morph_0_4,movies_accented_70per_movies_accented_130per_dur_morph_0_4,4,4,4_4,4_4_4_4,SAME,SAME,CORR
SUBJECT118,DURATION,0.25,movies_accented_70per_movies_accented_130per_dur_morph_0_6,movies_accented_70per_movies_accented_130per_dur_morph_0_6,6,6,6_6,6_6_6_6,SAME,SAME,CORR
SUBJECT118,DURATION,1,beetles_accented_70per_beetles_accented_130per_dur_morph_0_2,beetles_accented_70per_beetles_accented_130per_dur_morph_0_2,2,2,2_2,2_2_2_2,SAME,SAME,CORR
SUBJECT118,DURATION,1,beetles_accented_130per,beetles_accented_130per,0,0,0_0,0_0_0_0,SAME,SAME,CORR
SUBJECT118,DURATION,1.5,movies_accented_130per_movies_accented_70per_dur_morph_0_6,movies_accented_130per_movies_accented_70per_dur_morph_0_6,6,6,6_6,6_6_6_6,SAME,SAME,CORR
SUBJECT118,DURATION,1.5,beetles_accented_70per_beetles_accented_130per_dur_morph_0_2,beetles_accented_70per_beetles_accented_130per_dur_morph_0_2,2,2,2_2,2_2_2_2,SAME,SAME,CORR
SUBJECT118,DURATION,0.5,movies_accented_70per_movies_accented_130per_dur_morph_0_5,movies_accented_70per_movies_accented_130per_dur_morph_0_5,5,5,5_5,5_5_5_5,SAME,SAME,CORR
SUBJECT118,DURATION,0.5,movies_accented_70per_movies_accented_130per_dur_morph_0_1,movies_accented_70per_movies_accented_130per_dur_morph_0_1,1,1,1_1,1_1_1_1,SAME,SAME,CORR
SUBJECT118,DURATION,0.5,movies_accented_130per_movies_accented_70per_dur_morph_0_3,movies_accented_130per_movies_accented_70per_dur_morph_0_3,3,3,3_3,3_3_3_3,SAME,SAME,CORR
SUBJECT118,DURATION,0.25,movies_accented_130per,movies_accented_130per,0,0,0_0,0_0_0_0,SAME,SAME,CORR
SUBJECT118,DURATION,1,movies_accented_70per_movies_accented_130per_dur_morph_0_2,movies_accented_70per_movies_accented_130per_dur_morph_0_2,2,2,2_2,2_2_2_2,SAME,SAME,CORR
SUBJECT118,DURATION,0.5,beetles_accented_130per_beetles_accented_70per_dur_morph_0_8,beetles_accented_130per_beetles_accented_70per_dur_morph_0_8,8,8,8_8,8_8_8_8,SAME,SAME,CORR
SUBJECT112,DURATION,0.25,movies_accented_130per_movies_accented_70per_dur_morph_0_8,movies_accented_130per_movies_accented_70per_dur_morph_0_8,8,8,8_8,8_8_8_8,SAME,SAME,CORR
SUBJECT112,DURATION,0.5,movies_accented_130per_movies_accented_70per_dur_morph_0_7,movies_accented_130per_movies_accented_70per_dur_morph_0_7,7,7,7_7,7_7_7_7,SAME,SAME,CORR
SUBJECT112,DURATION,0.5,beetles_accented_70per_beetles_accented_130per_dur_morph_1,beetles_accented_70per_beetles_accented_130per_dur_morph_1,10,10,10_10,10_10_10_10,SAME,SAME,CORR
SUBJECT112,DURATION,0.5,movies_accented_70per_movies_accented_130per_dur_morph_0_9,movies_accented_70per_movies_accented_130per_dur_morph_0_9,9,9,9_9,9_9_9_9,SAME,SAME,CORR
SUBJECT112,DURATION,0.25,beetles_accented_70per_beetles_accented_130per_dur_morph_0_5,beetles_accented_70per_beetles_accented_130per_dur_morph_0_5,5,5,5_5,5_5_5_5,SAME,SAME,CORR
SUBJECT112,DURATION,1,beetles_accented_70per_beetles_accented_130per_dur_morph_0_2,beetles_accented_70per_beetles_accented_130per_dur_morph_0_2,2,2,2_2,2_2_2_2,SAME,SAME,CORR
SUBJECT112,DURATION,0.5,beetles_accented_130per_beetles_accented_70per_dur_morph_0_1,beetles_accented_130per_beetles_accented_70per_dur_morph_0_1,1,1,1_1,1_1_1_1,SAME,DIFF,WRONG
SUBJECT112,DURATION,0.25,beetles_accented_130per_beetles_accented_70per_dur_morph_0_7,beetles_accented_130per_beetles_accented_70per_dur_morph_0_7,7,7,7_7,7_7_7_7,SAME,SAME,CORR
SUBJECT112,DURATION,0.5,beetles_accented_70per_beetles_accented_130per_dur_morph_0_6,beetles_accented_70per_beetles_accented_130per_dur_morph_0_6,6,6,6_6,6_6_6_6,SAME,DIFF,WRONG
SUBJECT112,DURATION,1,beetles_accented_130per,beetles_accented_130per,0,0,0_0,0_0_0_0,SAME,SAME,CORR
SUBJECT112,DURATION,1.5,movies_accented_70per_movies_accented_130per_dur_morph_0_4,movies_accented_70per_movies_accented_130per_dur_morph_0_4,4,4,4_4,4_4_4_4,SAME,SAME,CORR
SUBJECT112,DURATION,1,movies_accented_70per_movies_accented_130per_dur_morph_0_6,movies_accented_70per_movies_accented_130per_dur_morph_0_6,6,6,6_6,6_6_6_6,SAME,SAME,CORR
SUBJECT112,DURATION,1.5,beetles_accented_130per_beetles_accented_70per_dur_morph_0_9,beetles_accented_130per_beetles_accented_70per_dur_morph_0_9,9,9,9_9,9_9_9_9,SAME,SAME,CORR
SUBJECT112,DURATION,0.25,movies_accented_70per_movies_accented_130per_dur_morph_0_6,movies_accented_70per_movies_accented_130per_dur_morph_0_6,6,6,6_6,6_6_6_6,SAME,SAME,CORR
SUBJECT112,DURATION,1.5,beetles_accented_70per_beetles_accented_130per_dur_morph_0_2,beetles_accented_70per_beetles_accented_130per_dur_morph_0_2,2,2,2_2,2_2_2_2,SAME,DIFF,WRONG
SUBJECT112,DURATION,1,beetles_accented_70per_beetles_accented_130per_dur_morph_0_5,beetles_accented_70per_beetles_accented_130per_dur_morph_0_5,5,5,5_5,5_5_5_5,SAME,DIFF,WRONG
SUBJECT112,DURATION,0.5,movies_accented_130per_movies_accented_70per_dur_morph_0_3,movies_accented_130per_movies_accented_70per_dur_morph_0_3,3,3,3_3,3_3_3_3,SAME,SAME,CORR
SUBJECT112,DURATION,1,beetles_accented_70per_beetles_accented_130per_dur_morph_1,beetles_accented_70per_beetles_accented_130per_dur_morph_1,10,10,10_10,10_10_10_10,SAME,SAME,CORR
SUBJECT112,DURATION,1.5,movies_accented_70per_movies_accented_130per_dur_morph_0_1,movies_accented_70per_movies_accented_130per_dur_morph_0_1,1,1,1_1,1_1_1_1,SAME,SAME,CORR
SUBJECT112,DURATION,0.5,beetles_accented_130per_beetles_accented_70per_dur_morph_0_8,beetles_accented_130per_beetles_accented_70per_dur_morph_0_8,8,8,8_8,8_8_8_8,SAME,SAME,CORR
SUBJECT112,DURATION,1.5,beetles_accented_130per_beetles_accented_70per_dur_morph_0_3,beetles_accented_130per_beetles_accented_70per_dur_morph_0_3,3,3,3_3,3_3_3_3,SAME,SAME,CORR
SUBJECT112,DURATION,1,beetles_accented_130per_beetles_accented_70per_dur_morph_0_8,beetles_accented_130per_beetles_accented_70per_dur_morph_0_8,8,8,8_8,8_8_8_8,SAME,SAME,CORR
SUBJECT112,DURATION,1,movies_accented_130per_movies_accented_70per_dur_morph_0_4,movies_accented_130per_movies_accented_70per_dur_morph_0_4,4,4,4_4,4_4_4_4,SAME,SAME,CORR
SUBJECT112,DURATION,0.5,movies_accented_70per_movies_accented_130per_dur_morph_0_1,movies_accented_70per_movies_accented_130per_dur_morph_0_1,1,1,1_1,1_1_1_1,SAME,SAME,CORR
SUBJECT112,DURATION,0.25,movies_accented_70per_movies_accented_130per_dur_morph_0_2,movies_accented_70per_movies_accented_130per_dur_morph_0_2,2,2,2_2,2_2_2_2,SAME,SAME,CORR
SUBJECT112,DURATION,1,movies_accented_70per_movies_accented_130per_dur_morph_0_9,movies_accented_70per_movies_accented_130per_dur_morph_0_9,9,9,9_9,9_9_9_9,SAME,SAME,CORR
SUBJECT112,DURATION,0.25,beetles_accented_130per,beetles_accented_130per,0,0,0_0,0_0_0_0,SAME,SAME,CORR
SUBJECT112,DURATION,0.25,movies_accented_130per,movies_accented_130per,0,0,0_0,0_0_0_0,SAME,SAME,CORR
SUBJECT112,DURATION,0.5,movies_accented_70per_movies_accented_130per_dur_morph_0_5,movies_accented_70per_movies_accented_130per_dur_morph_0_5,5,5,5_5,5_5_5_5,SAME,SAME,CORR
SUBJECT112,DURATION,1.5,beetles_accented_130per_beetles_accented_70per_dur_morph_0_7,beetles_accented_130per_beetles_accented_70per_dur_morph_0_7,7,7,7_7,7_7_7_7,SAME,SAME,CORR
SUBJECT112,DURATION,1,beetles_accented_130per_beetles_accented_70per_dur_morph_0_7,beetles_accented_130per_beetles_accented_70per_dur_morph_0_7,7,7,7_7,7_7_7_7,SAME,SAME,CORR
SUBJECT112,DURATION,0.25,beetles_accented_70per_beetles_accented_130per_dur_morph_0_9,beetles_accented_70per_beetles_accented_130per_dur_morph_0_9,9,9,9_9,9_9_9_9,SAME,SAME,CORR
SUBJECT112,DURATION,1,beetles_accented_130per_beetles_accented_70per_dur_morph_0_3,beetles_accented_130per_beetles_accented_70per_dur_morph_0_3,3,3,3_3,3_3_3_3,SAME,SAME,CORR
SUBJECT112,DURATION,1.5,movies_accented_70per_movies_accented_130per_dur_morph_0_8,movies_accented_70per_movies_accented_130per_dur_morph_0_8,8,8,8_8,8_8_8_8,SAME,SAME,CORR
SUBJECT112,DURATION,0.5,beetles_accented_70per_beetles_accented_130per_dur_morph_0_2,beetles_accented_70per_beetles_accented_130per_dur_morph_0_2,2,2,2_2,2_2_2_2,SAME,SAME,CORR
SUBJECT112,DURATION,1,movies_accented_130per_movies_accented_70per_dur_morph_0_1,movies_accented_130per_movies_accented_70per_dur_morph_0_1,1,1,1_1,1_1_1_1,SAME,SAME,CORR
SUBJECT112,DURATION,0.25,movies_accented_130per_movies_accented_70per_dur_morph_0_4,movies_accented_130per_movies_accented_70per_dur_morph_0_4,4,4,4_4,4_4_4_4,SAME,SAME,CORR
SUBJECT112,DURATION,1.5,beetles_accented_130per,beetles_accented_130per,0,0,0_0,0_0_0_0,SAME,SAME,CORR
SUBJECT112,DURATION,1,movies_accented_70per_movies_accented_130per_dur_morph_0_2,movies_accented_70per_movies_accented_130per_dur_morph_0_2,2,2,2_2,2_2_2_2,SAME,SAME,CORR
SUBJECT112,DURATION,0.25,beetles_accented_130per_beetles_accented_70per_dur_morph_0_3,beetles_accented_130per_beetles_accented_70per_dur_morph_0_3,3,3,3_3,3_3_3_3,SAME,SAME,CORR
SUBJECT112,DURATION,1.5,movies_accented_130per_movies_accented_70per_dur_morph_1,movies_accented_130per_movies_accented_70per_dur_morph_1,10,10,10_10,10_10_10_10,SAME,SAME,CORR
SUBJECT112,DURATION,1.5,movies_accented_130per_movies_accented_70per_dur_morph_0_6,movies_accented_130per_movies_accented_70per_dur_morph_0_6,6,6,6_6,6_6_6_6,SAME,SAME,CORR
SUBJECT112,DURATION,0.5,movies_accented_130per,movies_accented_130per,0,0,0_0,0_0_0_0,SAME,SAME,CORR
SUBJECT112,DURATION,1.5,beetles_accented_70per_beetles_accented_130per_dur_morph_0_5,beetles_accented_70per_beetles_accented_130per_dur_morph_0_5,5,5,5_5,5_5_5_5,SAME,SAME,CORR
SUBJECT112,DURATION,0.25,beetles_accented_70per_beetles_accented_130per_dur_morph_0_1,beetles_accented_70per_beetles_accented_130per_dur_morph_0_1,1,1,1_1,1_1_1_1,SAME,SAME,CORR
SUBJECT112,DURATION,0.25,movies_accented_70per_movies_accented_130per_dur_morph_1,movies_accented_70per_movies_accented_130per_dur_morph_1,10,10,10_10,10_10_10_10,SAME,SAME,CORR
SUBJECT112,DURATION,1.5,movies_accented_130per_movies_accented_70per_dur_morph_0_3,movies_accented_130per_movies_accented_70per_dur_morph_0_3,3,3,3_3,3_3_3_3,SAME,SAME,CORR
SUBJECT112,DURATION,0.5,beetles_accented_130per_beetles_accented_70per_dur_morph_0_4,beetles_accented_130per_beetles_accented_70per_dur_morph_0_4,4,4,4_4,4_4_4_4,SAME,SAME,CORR
SUBJECT134,DURATION,0.25,beetles_accented_130per_beetles_accented_70per_dur_morph_0_3,beetles_accented_130per_beetles_accented_70per_dur_morph_0_3,3,3,3_3,3_3_3_3,SAME,SAME,CORR
SUBJECT134,DURATION,0.25,beetles_accented_130per_beetles_accented_70per_dur_morph_0_7,beetles_accented_130per_beetles_accented_70per_dur_morph_0_7,7,7,7_7,7_7_7_7,SAME,SAME,CORR
SUBJECT134,DURATION,0.5,beetles_accented_70per_beetles_accented_130per_dur_morph_1,beetles_accented_70per_beetles_accented_130per_dur_morph_1,10,10,10_10,10_10_10_10,SAME,SAME,CORR
SUBJECT134,DURATION,1.5,movies_accented_130per_movies_accented_70per_dur_morph_0_3,movies_accented_130per_movies_accented_70per_dur_morph_0_3,3,3,3_3,3_3_3_3,SAME,SAME,CORR
SUBJECT134,DURATION,0.5,movies_accented_70per_movies_accented_130per_dur_morph_0_1,movies_accented_70per_movies_accented_130per_dur_morph_0_1,1,1,1_1,1_1_1_1,SAME,SAME,CORR
SUBJECT134,DURATION,0.5,movies_accented_70per_movies_accented_130per_dur_morph_0_5,movies_accented_70per_movies_accented_130per_dur_morph_0_5,5,5,5_5,5_5_5_5,SAME,SAME,CORR
SUBJECT134,DURATION,1,movies_accented_130per_movies_accented_70per_dur_morph_0_1,movies_accented_130per_movies_accented_70per_dur_morph_0_1,1,1,1_1,1_1_1_1,SAME,SAME,CORR
SUBJECT134,DURATION,1.5,beetles_accented_130per,beetles_accented_130per,0,0,0_0,0_0_0_0,SAME,SAME,CORR
SUBJECT134,DURATION,1,movies_accented_70per_movies_accented_130per_dur_morph_0_2,movies_accented_70per_movies_accented_130per_dur_morph_0_2,2,2,2_2,2_2_2_2,SAME,SAME,CORR
SUBJECT134,DURATION,0.5,movies_accented_70per_movies_accented_130per_dur_morph_0_9,movies_accented_70per_movies_accented_130per_dur_morph_0_9,9,9,9_9,9_9_9_9,SAME,SAME,CORR
SUBJECT134,DURATION,0.25,movies_accented_130per,movies_accented_130per,0,0,0_0,0_0_0_0,SAME,SAME,CORR
SUBJECT134,DURATION,1,beetles_accented_130per,beetles_accented_130per,0,0,0_0,0_0_0_0,SAME,SAME,CORR
SUBJECT134,DURATION,0.5,movies_accented_130per_movies_accented_70per_dur_morph_0_7,movies_accented_130per_movies_accented_70per_dur_morph_0_7,7,7,7_7,7_7_7_7,SAME,SAME,CORR
SUBJECT134,DURATION,0.25,beetles_accented_130per,beetles_accented_130per,0,0,0_0,0_0_0_0,SAME,SAME,CORR
SUBJECT134,DURATION,1,beetles_accented_70per_beetles_accented_130per_dur_morph_1,beetles_accented_70per_beetles_accented_130per_dur_morph_1,10,10,10_10,10_10_10_10,SAME,SAME,CORR
SUBJECT134,DURATION,1.5,movies_accented_70per_movies_accented_130per_dur_morph_0_1,movies_accented_70per_movies_accented_130per_dur_morph_0_1,1,1,1_1,1_1_1_1,SAME,SAME,CORR
SUBJECT134,DURATION,1.5,beetles_accented_70per_beetles_accented_130per_dur_morph_0_2,beetles_accented_70per_beetles_accented_130per_dur_morph_0_2,2,2,2_2,2_2_2_2,SAME,SAME,CORR
SUBJECT134,DURATION,1,movies_accented_70per_movies_accented_130per_dur_morph_0_9,movies_accented_70per_movies_accented_130per_dur_morph_0_9,9,9,9_9,9_9_9_9,SAME,SAME,CORR
SUBJECT134,DURATION,1,beetles_accented_70per_beetles_accented_130per_dur_morph_0_5,beetles_accented_70per_beetles_accented_130per_dur_morph_0_5,5,5,5_5,5_5_5_5,SAME,SAME,CORR
SUBJECT134,DURATION,0.25,movies_accented_70per_movies_accented_130per_dur_morph_1,movies_accented_70per_movies_accented_130per_dur_morph_1,10,10,10_10,10_10_10_10,SAME,SAME,CORR
SUBJECT134,DURATION,1.5,movies_accented_130per_movies_accented_70per_dur_morph_1,movies_accented_130per_movies_accented_70per_dur_morph_1,10,10,10_10,10_10_10_10,SAME,SAME,CORR
SUBJECT134,DURATION,0.5,beetles_accented_70per_beetles_accented_130per_dur_morph_0_6,beetles_accented_70per_beetles_accented_130per_dur_morph_0_6,6,6,6_6,6_6_6_6,SAME,SAME,CORR
SUBJECT134,DURATION,0.25,movies_accented_70per_movies_accented_130per_dur_morph_0_6,movies_accented_70per_movies_accented_130per_dur_morph_0_6,6,6,6_6,6_6_6_6,SAME,SAME,CORR
